Código,Nome da Sociedade,Data,Data_original,Endereço,Licença,Estatuto,Notação-GIFI,Tipo de licença,Obs,Presidente,Licença anterior,Nomes/Sujeitos,Doc policial,Tipo_licenca_categoria,Tipo_licenca_componentes
405,sociedade carnavalesca prazer da mocidade,1906-02-20,20/02/1906,"rua leopoldina, 32, piedade",1,0,6c171,sair no carnaval,,antonio augusto de carvalho,1,0,0,desfile_carnavalesco,desfile_carnavalesco
406,grupo carnavalesco infantil lira de são christóvão,1906-02-22,22/02/1906,"rua de são christóvão, 127 A",1,0,6c171,sair no carnaval,,manoel caetano martins,1,0,0,desfile_carnavalesco,desfile_carnavalesco
407,sociedade dançante carnavalesca estrela dos cravejantes,1906-02-16,16/02/1906,"rua vinte e oito de setembro, 4",1,0,6c171,licença anual,,nilo cardozo,1,0,0,licenca_anual,licenca_anual
408,grêmio carnavalesco infantil jasmim de ouro,1906-02-10,10/02/1906,"ladeira do [ilegível], 15, Águas férreas",1,0,6c171,sair no carnaval,,henrique candido da silva,1,0,0,desfile_carnavalesco,desfile_carnavalesco
409,sociedade carnavalesca dois diamantes,1906-02-24,24/02/1906,"rua guanabara, 2",0,1,6c171,sair no carnaval,,manoel sodré peçanha,0,0,0,desfile_carnavalesco,desfile_carnavalesco
410,clube dos pepinos carnavalescos,1906-02-08,08/02/1906,"rua manuel victorino, 22",1,0,6c171,licença anual,,ilegível,1,0,0,licenca_anual,licenca_anual
411,grupo carnavalesco caprichosos da lira de prata,1906-02-16,16/02/1906,"rua orestes, 11, morro do pinto",1,0,6c171,licença anual,,joão da costa,1,0,0,licenca_anual,licenca_anual
412,grupo carnavalesco coração de ouro,1908-02-07,07/02/1908,"rua 11 de maio, 16, casa 5",1,1,6c250,aprovação de estatutos e licença anual,ver imgs 4726 até 4739,justino ferreira coelho,0,0,0,estatutos_anual,estatutos|licenca_anual
413,grupo carnavalesco chácara encantada,1908-02-01,01/02/1908,"rua leste, 19",1,1,6c250,aprovação de estatutos e licença anual,ver imgs 4717 até 4725,francisco martins,0,0,0,estatutos_anual,estatutos|licenca_anual
414,grupo carnavalesco lira do encantado,1908-02-07,07/02/1908,"rua sá, 12",1,1,6c250,aprovação de estatutos e licença anual,,,1,0,0,estatutos_anual,estatutos|licenca_anual
415,sociedade dançante familiar carnavalesca união dos amores,1908-02-15,15/02/1908,"rua visconde de pirassinunga, 54",0,1,6c250,licença anual,,,0,0,0,licenca_anual,licenca_anual
416,sociedade carnavalesca caprichosos da conceição,1908-02-18,18/02/1908,"rua mato grosso, 8",1,1,6c250,aprovação de estatutos e licença anual,,joaquim pereira azevedo,0,0,0,estatutos_anual,estatutos|licenca_anual
417,sociedade dançante carnavalesca triunfo das violetas,1908-01-17,17/01/1908,"morro da providência, 15",1,1,6c250,aprovação de estatutos e licença anual,,camello josé de lima,0,0,0,estatutos_anual,estatutos|licenca_anual
418,clube dançante carnavalesco paladinos do monte serrrat,1908-02-28,28/02/1908,"rua deolinda, 14",1,1,6c250,aprovação de estatutos e licença anual,,manoel machado da silva,0,0,0,estatutos_anual,estatutos|licenca_anual
419,sociedade dançante carnavalesca flor do me esquece,1907-11-03,03/11/1907,"rua general gomes carneiro, 69",1,1,6c250,aprovação de estatutos e licença anual,,marques rosso,0,0,0,estatutos_anual,estatutos|licenca_anual
420,grupo carnavalesco caprichosos filhos da boa vista,1908-01-25,25/01/1908,"rua general tiburcio, 22",1,1,6c250,aprovação de estatutos e licença anual,,josé joaquim do nascimento,0,0,0,estatutos_anual,estatutos|licenca_anual
421,grêmio carnavalesco pera de ouro,1908-02-01,01/02/1908,"rua do lavradio, 142",1,1,6c250,aprovação de estatutos e licença anual,,serafim de souza gonçalves,0,0,0,estatutos_anual,estatutos|licenca_anual
422,sociedade dançante carnavalesca estrela do encantado,1908-02-01,01/02/1908,"rua dr. Luiz silva, 3",1,1,6c250,aprovação de estatutos e licença anual,,alvaro portela,0,0,0,estatutos_anual,estatutos|licenca_anual
423,sociedade dançante carnavalesca destemidos do fogo,1908-01-26,26/01/1908,"rua são leopoldo, 60",1,1,6c250,aprovação de estatutos e licença anual,"sócio, moradias e profissões",josé barbosa da silva neves,0,1,0,estatutos_anual,estatutos|licenca_anual
424,sociedade carnavalesca lira dos cloves,1908-01-31,31/01/1908,"travessa 11 de maio, 34",1,1,6c250,aprovação de estatutos e licença anual,,joaquim rodrigues queiroz,0,0,0,estatutos_anual,estatutos|licenca_anual
425,clube carnavalesco dos democráticos de madureira,1907-11-06,06/11/1907,"rua marechal rangel, 108",1,1,6c250,aprovação de estatutos e licença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
426,clube carnavalesco infantil bola de ouro,1908-01-18,18/01/1908,"rua do sendao, 204",1,1,6c250,aprovação de estatutos e licença anual,ver imgs 4844 até 4853,joão dos santos cardozo (secretário),0,0,0,estatutos_anual,estatutos|licenca_anual
427,sociedade carnavalesca triunfo da cravina De ouro,1908-01-29,29/01/1908,"rua américa, 107",1,1,6c250,aprovação de estatutos e licença anual,,amanço josé albino,0,0,0,estatutos_anual,estatutos|licenca_anual
428,grupo Birrentos Do mangue,1908-02-19,19/02/1908,"rua senador euzébio, 126",1,1,6c250,aprovação de estatutos e licença anual,ver 4854 até 4859,josé avelino oliveira guimarães,0,0,0,estatutos_anual,estatutos|licenca_anual
429,grupo carnavalesco bahianas do bonfim,1908-02-24,24/02/1908,"rua treze de maio, 7",1,1,6c250,aprovação de estatutos e licença anual,,horacio caldas,0,0,0,estatutos_anual,estatutos|licenca_anual
430,clube carnavalesco flor do andarai grande,1907-12-21,21/12/1907,"rua leopoldo, 18 A",1,1,6c250,aprovação de estatutos e licença anual,,josé carbonell,0,0,0,estatutos_anual,estatutos|licenca_anual
431,grupo carnavalesco flor das yayás das falsidades,1908-02-01,01/02/1908,"rua general câmara, 375",0,1,6c250,,,josé de oliveira gawgaga,0,0,0,vazio,
432,gremio carnavalesco flor da nazareth,1908-02-13,13/02/1908,"rua das flores, 14, sapopemba",1,1,6c250,aprovação de estatutos e licença anual,,manoel ferreira da silva,0,0,0,estatutos_anual,estatutos|licenca_anual
433,sociedade dançante carnavalescas união das violetas,1908-01-14,14/01/1908,"morro de santo antonio, 29",1,1,6c250,aprovação de estatutos e licença anual,,waldemar de souza,0,0,0,estatutos_anual,estatutos|licenca_anual
434,sociedade carnavalesca brilho das moças,1908-02-03,03/02/1908,"rua moura , 11, estrada do meier",1,1,6c250,aprovação de estatutos e licença anual,,clemente prudencio da silva,0,0,0,estatutos_anual,estatutos|licenca_anual
435,sociedade carnavalesca estrela de prata,1908-01-22,22/01/1908,"travessa de souza pinto, A2, morro do pinto",1,1,6c250,aprovação de estatutos e licença anual,,josé mendes filho,0,0,0,estatutos_anual,estatutos|licenca_anual
436,congresso dos bohemios,1908-02-15,15/02/1908,"rua da saúde, 150",1,1,6c250,aprovação de estatutos e licença anual,,antonio emggidio da silva,0,0,0,estatutos_anual,estatutos|licenca_anual
437,grupo carnavalesco rei das mattas,1908-02-08,08/02/1908,"rua argentina reis, 9 A, estação dr. Frontin",1,1,6c250,aprovação de estatutos e licença anual,,laurindo de souza,0,0,0,estatutos_anual,estatutos|licenca_anual
438,grupo carnavalesco espada de ouro,1908-02-17,17/02/1908,"morro da providência, 17",1,1,6c250,aprovação de estatutos e licença anual,,virgílio candido de almeida,0,0,0,estatutos_anual,estatutos|licenca_anual
439,gremio dançante carnavalesco castelo de ouro,1908-02-10,10/02/1908,"ladeira do sacramento, 45",1,1,6c250,aprovação de estatutos e licença anual,,joaquim reis alves,0,0,0,estatutos_anual,estatutos|licenca_anual
440,sociedade carnavalesca triunfo do bogary,1908-01-30,30/01/1908,"travessa fluminense, 18",1,1,6c250,aprovação de estatutos e licença anual,,fernando de souza alves,0,0,0,estatutos_anual,estatutos|licenca_anual
441,sociedade dançante carnavalesca flor do abacate,1908-01-01,01/01/1908,"rua tavares bastos, 29",0,0,6c250,licença anual,acusados de receberem desordeiros,joão antonio romeo (secretário),0,0,0,licenca_anual,licenca_anual
442,monroe clube carnavalesco,1908-02-12,12/02/1908,"rua senhor dos passos, 22",1,1,6c250,aprovação de estatutos e licença anual,,euclidas ferreira,0,0,0,estatutos_anual,estatutos|licenca_anual
443,clube sparta,1908-02-01,01/02/1908,"rua goias, 202, piedade",0,1,6c250,licença anual,,carlos poleão de miranda reis,0,0,0,licenca_anual,licenca_anual
444,clube recreativo dramático,1907-10-10,10/10/1907,ilha do governador,1,1,6c250,aprovação de estatutos e licença anual,,francisco de oliveira cabral,0,0,0,estatutos_anual,estatutos|licenca_anual
445,clube recreativo chuveiro de ouro,1908-02-02,02/02/1908,"rua lopes quintas, 8, gávea",1,1,6c250,aprovação de estatutos,estatuto 5062-,odorico luiz siqueira de lima,0,0,0,estatutos,estatutos
446,grêmio carnavalesco filhos do chuveiro de ouro,1908-02-08,08/02/1908,"rua lopes quintas, A 7",1,1,6c250,aprovação de estatutos e licença anual,ver 5077,henique cortes de oliveira,0,0,0,estatutos_anual,estatutos|licenca_anual
447,grupo carnavalesco estrela da aurora,1908-01-21,21/01/1908,"rua do livramento, 163",1,1,6c250,aprovação de estatutos e licença anual,ver 5099 até 5108,,0,0,0,estatutos_anual,estatutos|licenca_anual
448,grupo dançante carnavalesco flor yayás das felicidades,1908-02-01,01/02/1908,"rua general câmara, 375",1,0,6c250,aprovação de estatutos e licença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
449,clube recreativo decididos de botafogo,1908-02-25,25/02/1908,"rua são joão babtista, 31",1,1,6c250,aprovação de estatutos e licença anual,ver 5109 até 5119,aniceto da rocha cardia,0,0,0,estatutos_anual,estatutos|licenca_anual
450,sociedade carnavalesca lira dos clowes,1908-02-10,10/02/1908,"travassa onze de maio, 34",1,0,6c250,aprovação de estatutos e licença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
451,sociedade dançante saudades do paraiso,1908-01-27,27/01/1908,"visconde sapucahy, 55",1,1,6c250,aprovação de estatutos e licença anual,ver 5122 até 5135,pedro archanjo da silva,0,0,0,estatutos_anual,estatutos|licenca_anual
452,sociedade dançante familiar e carnavalesca união dos amores,1908-02-07,07/02/1908,"rua visconde de pirassinunga, 54",1,0,6c250,aprovação de estatutos e licença anual,,felisbino peçanha de azevedo,0,0,0,estatutos_anual,estatutos|licenca_anual
453,grupo birrento do mangue,1908-12-30,30/12/1908,"rua senador euzébio, 126",1,0,6c251,sair com zé pereira de 30/12 a 01/01,,josé de oliveira guimarães,0,0,0,ze_pereira,desfile_carnavalesco|ze_pereira
454,sociedade recreativa carnavalesca teimosos da lira,1908-12-31,31/12/1908,"travessa do ferreira, 8, gçória",0,0,6c251,licença anual e sair dia 31/12,,josé de aguiar,0,0,0,licenca_anual,licenca_anual
455,clube Zuavos carnavalescos,1908-12-16,16/12/1908,"rua visconde de maranguape, 24",1,1,6c251,aprovação de estatutos e licença anual,,henrique bajur [?] (secretário),0,0,0,estatutos_anual,estatutos|licenca_anual
456,clube carnavalesco destemidos do conselheiro,,,"rua do conselheiro zacharias, 57",0,1,6c251,aprovação de estatutos e licença anual,,augusto da silva reis sobrinho (menor),0,0,0,estatutos_anual,estatutos|licenca_anual
457,sociedade recreativa familiar dos operários,1908-02-19,19/02/1908,bonsucesso,1,1,6c251,aprovação de estatutos e licença anual,,antonio de britto,0,0,0,estatutos_anual,estatutos|licenca_anual
458,sociedade dançante familiar democracia e progresso,1907-12-09,09/12/1907,"rua senador euzébio, 200",1,1,6c251,aprovação de estatutos e licença anual,ver (cópia?) 5883 até 5895,moyses zacharias da silva,0,0,0,estatutos_anual,estatutos|licenca_anual
459,"clube carnavalesco filhos da floresta, antigo chácara da floresta",1908-12-28,28/12/1908,rua chile. 61,0,0,6c251,sair com zé pereira de 30/12 a 01/01,,antonio fernandes da costa,0,0,0,ze_pereira,desfile_carnavalesco|ze_pereira
460,grêmio dançante carnavalesco não lhe bulas,1908-12-30,30/12/1908,"rua do alcantara, 122",1,0,6c251,passeata dia 01/01/1909,,,1,0,0,passeata,passeata
461,clube carnavalesco estrela dos navegantes,1908-12-21,21/12/1908,"rua são diogo, 213",1,0,6c251,passseata dia 31/12,,pedro carvalho de abreu,0,0,0,passeata,passeata
462,clube dançante carnavalesco lira dos operários,1908-12-29,29/12/1908,"rua dr. Silva pinto, 25",0,0,6c251,passseata dia 31/12,,armando luiz antunes (secretario),0,0,0,passeata,passeata
463,sociedade dançante papoula do japão,1908-12-31,31/12/1908,"rua benedicto hippolito, 83",1,0,6c251,passseata dia 31/12,ver 5849-50,manoel de pinto junior,1,0,0,passeata,passeata
464,clube carnavalesco luz do povo,1908-12-31,31/12/1908,"rua senador euzebio, 214",0,0,6c251,,,,0,0,0,vazio,
465,clube carnavalesco flor do andarai grande,1908-12-28,28/12/1908,"rua barão de mesquita, 138 A",0,0,6c251,passseata dia 31/12,,antonio reis (secretario),0,0,0,passeata,passeata
466,gremio recreativo carnavalesco rainha das flores,1908-12-17,17/12/1908,sapopemba,1,1,6c251,aprovação de estatutos e licença anual,,manoel luiz dos santos,0,0,0,estatutos_anual,estatutos|licenca_anual
467,grupo carnavalesco filhos dos inocentes da saúde,1908-12-29,29/12/1908,"rua do propósito, 46",1,0,6c251,passseata dia 31/12,,joão da silva,1,0,0,passeata,passeata
468,grupo carnavalesco triunfo da conceição,1908-12-26,26/12/1908,"rua do jogo da bola, 85",1,0,6c251,passseata dia 31/12,,sabino josé de souza,1,0,0,passeata,passeata
469,grupo carnavalesco destemidos do inferno,1908-12-28,28/12/1908,"rua general cãmara, 351",1,0,6c251,passseata dia 31/12,,francisco borge nacimento,0,0,0,passeata,passeata
470,clube carnavalesco caprichosos dos cajueiros,1908-12-31,31/12/1908,"rua dos cajueiros, 25",1,0,6c251,passseata dia 31/12,,joão gomes da costa,0,0,0,passeata,passeata
471,grupo carnavalesco destemidos da conceição,1908-12-19,19/12/1908,,1,0,6c251,passseata dia 31/12,,alceo de faria,0,0,0,passeata,passeata
472,sociedade dançante carnavalesca estrela da concordia,1908-12-28,28/12/1908,"rua padre miguelino, 40",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,guilherme ferreira mendes,1,0,0,licenca_anual,licenca_anual|passeata
473,sociedade recreativa do pessoal da fabrica corcovado,1908-12-03,03/12/1908,"rua jardim botanico, 14",0,0,6c251,sair a rua entre 24/12 a 07/01 com pastorinhas,,eduardo avelino dos reis,1,0,0,desfile_carnavalesco,desfile_carnavalesco
474,clube carnavalesco triunfo dos dois diamantes,1908-12-24,24/12/1908,"rua dr. Manoel victorino, 127, encantado",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,alvaro augusto de a.,1,0,0,licenca_anual,licenca_anual|passeata
475,grupo carnavalesco flor do conselheiro,1908-12-29,29/12/1908,"rua conselheiro zacharias, 51",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,augusto da silva reis sobrinho,0,0,0,licenca_anual,licenca_anual|passeata
476,sociedade carnavalesca herois do inferno,1908-12-29,29/12/1908,"rua são leopoldo, 134",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,joão babtista dos anjos,1,0,0,licenca_anual,licenca_anual|passeata
477,grêmio carnavalesco estrela dois diamantes,1908-12-29,29/12/1908,"rua do castelo, 300",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,luiz laureiro,0,0,0,licenca_anual,licenca_anual|passeata
478,sociedade dançante carnavalesca estrela da concordia,1908-12-28,28/12/1908,"rua padre miguelino, 40, sobrado",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,guilherme ferreira mendes,0,0,0,licenca_anual,licenca_anual|passeata
479,grêmio dançante carnavalesco flores da madrugada,1908-12-27,27/12/1908,"rua marechal floriano peixoto, 132",1,1,6c251,aprovação de estatutos e licença anual,sociedade composta por mulheres pobres,manuel antonio de assunpção,0,0,0,estatutos_anual,estatutos|licenca_anual
480,sociedade carnavalesca flor da aliança,1908-12-30,30/12/1908,"rua da alice, 11",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,operários da fábrica aliança,florencio ferreira da silva,0,0,0,licenca_anual,licenca_anual|passeata
481,grupo carnavalesco endiabrados da Piedade,1908-12-05,05/12/1908,"rua muriquipary, 36",1,1,6c251,aprovação de estatutos e licença anual,,raphael rodrigues,0,0,0,estatutos_anual,estatutos|licenca_anual
482,grêmio carnavalesco ave do paraiso,1908-12-30,30/12/1908,"rua d. amália, 41, estação frontin",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,nemezio de castro teixeira,1,0,0,licenca_anual,licenca_anual|passeata
483,grêmio carnavalesco guerreiros de engenho de dentro,1908-12-28,28/12/1908,"rua goias, 66",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,manoel tavares junior,1,0,0,licenca_anual,licenca_anual|passeata
484,grupo carnavalesco lira encantada,1908-12-24,24/12/1908,"rua teixeira pinto, 70 A",1,0,6c251,licença para iniciar os ensaios carnavalescos,,carlos araujo de lima,0,0,0,desfile_ensaio,desfile_carnavalesco|ensaio
485,sociedade carnavalesca teimosos da conceição,1908-12-30,30/12/1908,"rua costa barros, 15",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,pedro cirilo de macedo,1,0,0,licenca_anual,licenca_anual|passeata
486,sociedade carnavalesca caprichosos da conceição,1908-12-23,23/12/1908,"travessa julião, 15",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,joaquim pereira,1,0,0,licenca_anual,licenca_anual|passeata
487,grupo carnavalesco teimosos da gamboa,1908-12-30,30/12/1908,"rua da saúde, 361, sobrado",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,redações de jornais,jose joaquim da costa,1,0,0,licenca_anual,licenca_anual|passeata
488,clube recreativo carnavalesco rosa de ouro,1908-12-26,26/12/1908,"(saída)  rua theodoro da silva, 54",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,eulalio vieira armano,1,0,0,licenca_anual,licenca_anual|passeata
489,grupo carnavalesco flor de santa luzia,1908-12-31,31/12/1908,beco dos ferreiros 15,1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,toques de pandeiro,pedro vianna dos santos,1,0,0,licenca_anual,licenca_anual|passeata
490,grupo carnavalesco inocentes da saude,1908-12-29,29/12/1908,"rua do livramento, 185",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,vasco ribeiro,0,0,0,licenca_anual,licenca_anual|passeata
491,clube recreativo chuveiro de ouro,1908-12-23,23/12/1908,"rua lopes quintas, 8",1,0,6c251,licença anual,,augusto vianna (vice),1,0,0,licenca_anual,licenca_anual
492,clube destemidos da infancia do livramento,1908-12-30,30/12/1908,"rua costa barros, 10",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,silvestre [?] Nunes,1,0,0,licenca_anual,licenca_anual|passeata
493,grêmio dançante carnavalesco recreio das flores,1908-12-30,30/12/1908,"rua barão de são feliz, 211",1,0,6c251,passseata dia 31/12  e para funcionar durante o ano,,luiz augusto pereira,1,0,0,licenca_anual,licenca_anual|passeata
